Culture,NormalizedDiagonal
chinese,1.0
turkish,0.9633499872640715
arabic,0.9291646641358032
korean,0.8270023852926114
spanish,0.7989140500347637
german,0.7901130332881812
bengali,0.764148286371942
portuguese,0.7516164502797666
english,0.7175663057156971
greek,0.5144349270736125
