Culture,NormalizedDiagonal
chinese,1.0
spanish,1.0
greek,0.8688115203059934
german,0.8138544085675695
turkish,0.8045303351320886
english,0.7224883548656641
korean,0.7065352598517884
portuguese,0.6364064004081598
bengali,0.623656010698083
arabic,0.42094189019227707
