Culture,NormalizedDiagonal
portuguese,1.0
bengali,0.9404298272315214
english,0.9316737607997069
greek,0.9006952290264436
korean,0.861191505481001
turkish,0.6890939071634992
chinese,0.6320346387974157
spanish,0.6038050261430503
german,0.5929346312064331
arabic,0.25526909747109894
