Culture,NormalizedDiagonal
turkish,0.9970317227828548
bengali,0.9905632744471528
greek,0.9828935959257495
chinese,0.9822794183084379
spanish,0.9770474164160109
german,0.9400860876788998
english,0.9157149961369251
portuguese,0.9095740825980563
korean,0.8512449350051791
arabic,0.8143393335745256
