Culture,NormalizedDiagonal
bengali,1.0
turkish,0.9675124697470495
portuguese,0.9653727710811115
chinese,0.8812075365287942
greek,0.8790901769021543
german,0.8592836458163791
korean,0.7946452433245488
english,0.7780378370568212
spanish,0.7760639793902367
arabic,0.7160881469557823
