Culture,NormalizedDiagonal
korean,1.0
spanish,0.9336411181122651
greek,0.9052365540439206
chinese,0.8982387457365852
english,0.8420497130511466
portuguese,0.7908116193684629
turkish,0.5695137083442365
bengali,0.5579691010665985
german,0.5025173296887228
arabic,0.26231960422340134
